0.83137	0.64577	0.7622
0.83137	0.64286	0.76015
0.83137	0.63995	0.75811
0.83137	0.63705	0.75606
0.83137	0.63414	0.75402
0.83137	0.63123	0.75197
0.83137	0.62833	0.74993
0.83137	0.62542	0.74788
0.83137	0.62251	0.74584
0.83137	0.61961	0.74379
0.83137	0.6167	0.74175
0.83137	0.61379	0.7397
0.83137	0.61089	0.73765
0.83137	0.60798	0.73561
0.83137	0.60507	0.73356
0.83137	0.60217	0.73152
0.83137	0.59926	0.72947
0.83137	0.59636	0.72743
0.83137	0.59345	0.72538
0.83137	0.59054	0.72334
0.83137	0.58764	0.72129
0.83137	0.58473	0.71925
0.83137	0.58182	0.7172
0.83137	0.57892	0.71516
0.83137	0.57601	0.71311
0.83137	0.5731	0.71106
0.83137	0.5702	0.70902
0.83137	0.56729	0.70697
0.83137	0.56438	0.70493
0.83137	0.56148	0.70288
0.83137	0.55857	0.70084
0.83137	0.55566	0.69879
0.83137	0.55276	0.69675
0.83137	0.54985	0.6947
0.8273	0.5461	0.69181
0.82159	0.54201	0.68858
0.81589	0.53792	0.68535
0.81018	0.53383	0.68212
0.80448	0.52973	0.67889
0.79877	0.52564	0.67566
0.79306	0.52155	0.67243
0.78736	0.51746	0.6692
0.78165	0.51337	0.66597
0.77595	0.50928	0.66275
0.77024	0.50519	0.65952
0.76454	0.5011	0.65629
0.75883	0.49701	0.65306
0.75313	0.49292	0.64983
0.74742	0.48883	0.6466
0.74171	0.48474	0.64337
0.73601	0.48065	0.64014
0.7303	0.47656	0.63691
0.7246	0.47246	0.63368
0.71889	0.46837	0.63045
0.71319	0.46428	0.62722
0.70748	0.46019	0.62399
0.70178	0.4561	0.62076
0.69607	0.45201	0.61753
0.69037	0.44792	0.6143
0.68466	0.44383	0.61107
0.67895	0.43974	0.60784
0.67325	0.43565	0.60461
0.66754	0.43156	0.60138
0.66184	0.42747	0.59815
0.65613	0.42338	0.59493
0.65043	0.41928	0.5917
0.64472	0.41519	0.58847
0.63902	0.4111	0.58524
0.63331	0.40701	0.58201
0.6276	0.40292	0.57878
0.62227	0.3996	0.57604
0.61785	0.3982	0.57453
0.61344	0.3968	0.57303
0.60903	0.3954	0.57152
0.60461	0.394	0.57001
0.6002	0.3926	0.5685
0.59579	0.3912	0.567
0.59137	0.3898	0.56549
0.58696	0.3884	0.56398
0.58255	0.387	0.56248
0.57813	0.38561	0.56097
0.57372	0.38421	0.55946
0.5693	0.38281	0.55795
0.56489	0.38141	0.55645
0.56048	0.38001	0.55494
0.55606	0.37861	0.55343
0.55165	0.37721	0.55193
0.54724	0.37581	0.55042
0.54282	0.37441	0.54891
0.53841	0.37301	0.5474
0.53399	0.37161	0.5459
0.52958	0.37021	0.54439
0.52517	0.36881	0.54288
0.52075	0.36741	0.54138
0.51634	0.36601	0.53987
0.51193	0.36461	0.53836
0.50751	0.36321	0.53686
0.5031	0.36181	0.53535
0.49869	0.36042	0.53384
0.49427	0.35902	0.53233
0.48986	0.35762	0.53083
0.48544	0.35622	0.52932
0.48103	0.35482	0.52781
0.47662	0.35342	0.52631
0.4722	0.35202	0.5248
0.46779	0.35062	0.52329
0.46338	0.34922	0.52178
0.45915	0.34653	0.51908
0.45495	0.34362	0.51617
0.45075	0.34072	0.51326
0.44655	0.33781	0.51036
0.44235	0.3349	0.50745
0.43815	0.332	0.50454
0.43396	0.32909	0.50164
0.42976	0.32618	0.49873
0.42556	0.32328	0.49582
0.42136	0.32037	0.49292
0.41716	0.31746	0.49001
0.41296	0.31456	0.4871
0.40877	0.31165	0.4842
0.40457	0.30874	0.48129
0.40037	0.30584	0.47839
0.39617	0.30293	0.47548
0.39197	0.30002	0.47257
0.38777	0.29712	0.46967
0.38358	0.29421	0.46676
0.37938	0.2913	0.46385
0.37518	0.2884	0.46095
0.37098	0.28549	0.45804
0.36678	0.28258	0.45513
0.36258	0.27968	0.45223
0.35839	0.27677	0.44932
0.35419	0.27386	0.44641
0.34999	0.27096	0.44351
0.34579	0.26805	0.4406
0.34159	0.26514	0.43769
0.33739	0.26224	0.43479
0.33319	0.25933	0.43188
0.329	0.25642	0.42897
0.3248	0.25352	0.42607
0.3206	0.25061	0.42316
0.3164	0.2477	0.42025
0.3122	0.2448	0.41735
0.30828	0.2418	0.41435
0.30473	0.23868	0.41123
0.30118	0.23556	0.4081
0.29762	0.23243	0.40498
0.29407	0.22931	0.40186
0.29052	0.22619	0.39874
0.28697	0.22307	0.39562
0.28341	0.21995	0.3925
0.27986	0.21682	0.38937
0.27631	0.2137	0.38625
0.27276	0.21058	0.38313
0.2692	0.20746	0.38001
0.26565	0.20434	0.37689
0.2621	0.20121	0.37376
0.25855	0.19809	0.37064
0.25499	0.19497	0.36752
0.25144	0.19185	0.3644
0.24789	0.18873	0.36128
0.24434	0.18561	0.35815
0.24078	0.18248	0.35503
0.23723	0.17936	0.35191
0.23368	0.17624	0.34879
0.23013	0.17312	0.34567
0.22657	0.17	0.34255
0.22302	0.16687	0.33942
0.21947	0.16375	0.3363
0.21592	0.16063	0.33318
0.21236	0.15751	0.33006
0.20881	0.15439	0.32694
0.20526	0.15126	0.32381
0.20171	0.14814	0.32069
0.19815	0.14502	0.31757
0.1946	0.1419	0.31445
0.19105	0.13878	0.31133
0.1875	0.13566	0.3082
0.18394	0.13253	0.30508
0.18039	0.12941	0.30196
